,attn_to_lv1_noun,attn_to_lv2_noun,attn_to_lv3_noun,attn_to_target,entropy_43,entropy_all,id,level,sentence,surprisal,target,type,verb
0,0.4855634570121765,0.2445015162229538,0.08857238292694092,0.4855634570121765,2.0720632175786435,1.876640119710843,1.0,1.0,The bees that the places that the farmer built housed attacked the children. ,19.878870010375977,bees,CE,attacked
1,0.7535222768783569,0.07318221777677536,0.014852049760520458,0.7535222768783569,1.4630684424539164,1.8063375420708172,1.0,1.0,The farmer built the places that housed the bees that attacked the children.,15.438722610473633,bees,RB,attacked
2,0.11139049381017685,0.4189770519733429,0.14789415895938873,0.4189770519733429,2.594691010601047,1.868045836311209,1.0,2.0,The bees that the places that the farmer built housed attacked the children. ,13.365556716918945,places,CE,housed
3,0.0,0.808785617351532,0.023563139140605927,0.808785617351532,1.1638591711297555,1.7104549083029275,1.0,2.0,"Yesterday evening, the farmer built the places that housed the bees that attacked the children.",12.603564262390137,places,RB,housed
4,0.0077141267247498035,0.04807162284851074,0.5827500820159912,0.5827500820159912,1.9315658027301683,1.8785472791178794,1.0,3.0,The bees that the places that the farmer built housed attacked the children. ,14.421819686889648,farmer,CE,built
5,0.0,0.0,0.8320279121398926,0.8320279121398926,0.9523918686261901,1.5161774890345763,1.0,3.0,"After the sun went down, the farmer built the places that housed the bees that attacked the children.",13.136747360229492,farmer,RB,built
6,0.9011367559432983,0.017584480345249176,0.0005145673640072346,0.9011367559432983,0.5908439512469298,1.627191940112274,2.0,1.0,The glass that the maid that the agency hired dropped broke on the floor. ,19.49730110168457,glass,CE,broke
7,0.8458349704742432,0.059255801141262054,0.0015867521287873387,0.8458349704742432,0.9650899355262261,1.6010490791978398,2.0,1.0,The agency hired the maid who dropped the glass that broke on the floor. ,13.279227256774902,glass,RB,broke
8,0.5699577927589417,0.16850396990776062,0.06817752122879028,0.16850396990776062,1.951723908266407,1.704405945326362,2.0,2.0,The glass that the maid that the agency hired dropped broke on the floor. ,13.173876762390137,maid,CE,dropped
9,0.0,0.6358048319816589,0.021734323352575302,0.6358048319816589,1.752630888234628,1.4938803848298186,2.0,2.0,"Yesterday evening, the agency hired the maid who dropped the glass that broke on the floor. ",15.314226150512695,maid,RB,dropped
10,0.0013910731067880988,0.10867235064506531,0.4772142767906189,0.4772142767906189,1.8162840499272346,1.7196467094710175,2.0,3.0,The glass that the maid that the agency hired dropped broke on the floor. ,15.96125602722168,agency,CE,hired
11,0.0,0.0,0.5855318307876587,0.5855318307876587,1.7229776383877216,1.4661595054524053,2.0,3.0,"After the sun went down, the agency hired the maid who dropped the glass that broke on the floor. ",15.352880477905273,agency,RB,hired
12,0.8027254939079285,0.025069423019886017,0.007961698807775974,0.8027254939079285,1.0030265121120319,1.7601696288964879,3.0,1.0,The reporters that the beer that the merchant sold delighted wrote a cookbook. ,10.608284950256348,reporters,CE,wrote
13,0.8204442858695984,0.008769693784415722,0.012284466065466404,0.8204442858695984,1.0380967939101278,1.679673767667825,3.0,1.0,The merchant sold the beer that delighted the reporters who wrote a cookbook.,13.310537338256836,reporters,RB,wrote
14,0.6150445938110352,0.1242862120270729,0.021839847788214684,0.1242862120270729,1.7957295901711454,1.728473772479444,3.0,2.0,The reporters that the beer that the merchant sold delighted wrote a cookbook. ,15.098875999450684,beer,CE,delighted
15,0.0,0.4767712950706482,0.09046676754951477,0.4767712950706482,2.3665525086299035,1.6215900911451442,3.0,2.0,"Yesterday evening, the merchant sold the beer that delighted the reporters who wrote a cookbook.",14.050902366638184,beer,RB,delighted
16,0.002138586947694421,0.10778026282787323,0.47503289580345154,0.47503289580345154,1.8142598340864342,1.8066488866707746,3.0,3.0,The reporters that the beer that the merchant sold delighted wrote a cookbook. ,14.214787483215332,merchant,CE,sold
17,0.0,0.0,0.5850090980529785,0.5850090980529785,1.7160216047637267,1.5312396809659392,3.0,3.0,"After the sun went down, the merchant sold the beer that delighted the reporters who wrote a cookbook.",13.136747360229492,merchant,RB,sold
18,0.5837574005126953,0.10334000736474991,0.0036531141959130764,0.5837574005126953,1.5522338433392573,1.8746673786005057,4.0,1.0,The game that the inmates that the judge sentenced played involved bats and balls. ,16.196533203125,game,CE,involved
19,0.7518476843833923,0.06160786375403404,0.008814320899546146,0.7518476843833923,1.5037132443256627,1.8005027184751015,4.0,1.0,The judge sentenced the inmates who played the game that involved bats and balls.,4.598116397857666,game,RB,involved
20,0.2335016429424286,0.36431756615638733,0.09424061328172684,0.36431756615638733,2.240317235559066,1.7571683279505013,4.0,2.0,The game that the inmates that the judge sentenced played involved bats and balls. ,14.196441650390625,inmates,CE,played
21,0.0,0.5189481377601624,0.052286382764577866,0.5189481377601624,1.8713164486330585,1.5050741963064511,4.0,2.0,"Yesterday evening, the judge sentenced the inmates who played the game that involved bats and balls.",12.93411922454834,inmates,RB,played
22,0.007460784167051315,0.10744071751832962,0.5097072124481201,0.5097072124481201,1.9942107683130437,1.8168610058701005,4.0,3.0,The game that the inmates that the judge sentenced played involved bats and balls. ,14.289481163024902,judge,CE,sentenced
23,0.0,0.0,0.76740962266922,0.76740962266922,1.1610568741220506,1.499473832305238,4.0,3.0,"After the sun went down, the judge sentenced the inmates who played the game that involved bats and balls.",13.136747360229492,judge,RB,sentenced
24,0.4149177074432373,0.03115001879632473,0.01252745185047388,0.4149177074432373,2.0020718799535415,1.7096668515354598,5.0,1.0,The stone that the boy that the club members initiated threw hit the window.,17.439882278442383,stone,CE,hit
25,0.30532220005989075,0.20017077028751373,0.025723282247781754,0.30532220005989075,2.654088082804636,1.7915586961118908,5.0,1.0,The club members initiated the boy who threw the stone that hit the window.,13.6451416015625,stone,RB,hit
26,0.07656329870223999,0.21941450238227844,0.31074264645576477,0.21941450238227844,2.6663557405279152,1.8496241317312396,5.0,2.0,The stone that the boy that the club members initiated threw hit the window.,9.969040870666504,boy,CE,threw
27,0.0,0.7411199808120728,0.06273297965526581,0.7411199808120728,1.3687899249243742,1.6105415958006783,5.0,2.0,"Yesterday evening, the club members initiated the boy who threw the stone that hit the window.",10.68504810333252,boy,RB,threw
28,0.001377084874548018,0.03853461146354675,0.39357057213783264,0.39357057213783264,2.243643276121961,1.8151215639794585,5.0,3.0,The stone that the boy that the club members initiated threw hit the window.,11.179288864135742,members,CE,initiated
29,0.0,0.0,0.7118557691574097,0.7118557691574097,1.4896624927484055,1.5953654114266504,5.0,3.0,"After the sun went down, the club members initiated the boy who threw the stone that hit the window.",9.807376861572266,members,RB,initiated
30,0.579214334487915,0.1032930240035057,0.033457376062870026,0.579214334487915,1.9549897059704722,1.8831767053134623,6.0,1.0,The chef that the waiter that the visitor appreciated teased admired good musicians. ,10.608284950256348,chef,CE,admired
31,0.42518115043640137,0.06976985931396484,0.010776791721582413,0.42518115043640137,2.4720731417698047,1.8750020587606988,6.0,1.0,The visitor appreciated the waiter who teased the chef who admired good musicians.,13.15137004852295,chef,RB,admired
32,0.3487597703933716,0.22850781679153442,0.0915571078658104,0.22850781679153442,2.5009027302684914,1.7438370668235033,6.0,2.0,The chef that the waiter that the visitor appreciated teased admired good musicians. ,15.342524528503418,waiter,CE,teased
33,0.0,0.4989701211452484,0.08441474288702011,0.4989701211452484,2.239225921767215,1.6784511241287081,6.0,2.0,"Yesterday evening, the visitor appreciated the waiter who teased the chef who admired good musicians.",12.93411922454834,waiter,RB,teased
34,0.03150327503681183,0.13076789677143097,0.41392388939857483,0.41392388939857483,2.400398112510485,1.7583503531023106,6.0,3.0,The chef that the waiter that the visitor appreciated teased admired good musicians. ,14.319841384887695,visitor,CE,appreciated
35,0.0,0.0,0.7016926407814026,0.7016926407814026,1.3850087665150546,1.5280829517523538,6.0,3.0,"After the sun went down, the visitor appreciated the waiter who teased the chef who admired good musicians.",13.136747360229492,visitor,RB,appreciated
36,0.14747485518455505,0.07213057577610016,0.07039923220872879,0.14747485518455505,2.7512302527141497,1.6462110931541674,7.0,1.0,The governor that the secretary that the senator called answered introduced the ambassador. ,10.608284950256348,governor,CE,introduced
37,0.6231696009635925,0.051335517317056656,0.00838529970496893,0.6231696009635925,1.893495480790242,1.7150984409873642,7.0,1.0,The senator called the secretary who answered the governor who introduced the ambassador.,14.643896102905273,governor,RB,introduced
38,0.194258913397789,0.14639078080654144,0.18151161074638367,0.14639078080654144,2.816099261321595,1.6532213016743624,7.0,2.0,The governor that the secretary that the senator called answered introduced the ambassador. ,15.342524528503418,secretary,CE,answered
39,0.0,0.44668591022491455,0.057825811207294464,0.44668591022491455,2.2908775786043263,1.5941710787561836,7.0,2.0,"Yesterday evening, the senator called the secretary who answered the governor who introduced the ambassador.",12.112915992736816,secretary,RB,answered
40,0.015250812284648418,0.16764317452907562,0.5051755309104919,0.5051755309104919,2.1154340709326154,1.7166718838369381,7.0,3.0,The governor that the secretary that the senator called answered introduced the ambassador. ,14.319841384887695,senator,CE,called
41,0.0,0.0,0.8531644344329834,0.8531644344329834,0.873038544376184,1.4744378621759593,7.0,3.0,"After the sun went down, the senator called the secretary who answered the governor who introduced the ambassador.",13.136747360229492,senator,RB,called
42,0.6046221256256104,0.019587326794862747,0.0021195458248257637,0.6046221256256104,1.3398279963435598,1.6627360451835065,8.0,1.0,The frog that the turtle that the spider chased followed stayed on the log. ,20.56932830810547,frog,CE,stayed
43,0.6536470055580139,0.11599790304899216,0.044105660170316696,0.6536470055580139,1.831477893795303,1.7472340862863123,8.0,1.0,The spider chased the turtle that followed the frog that stayed on the log.   ,18.745439529418945,frog,RB,stayed
44,0.3614013195037842,0.1810128390789032,0.15951092541217804,0.1810128390789032,2.498852688462937,1.7672654952235933,8.0,2.0,The frog that the turtle that the spider chased followed stayed on the log. ,14.541461944580078,turtle,CE,followed
45,0.0,0.661281406879425,0.16629289090633392,0.661281406879425,1.6973734270076033,1.7745378538745828,8.0,2.0,"Yesterday evening, the spider chased the turtle that followed the frog that stayed on the log.   ",12.93411922454834,turtle,RB,followed
46,0.018290454521775246,0.16304752230644226,0.5689325928688049,0.5689325928688049,1.9230767284721013,1.8211402825385663,8.0,3.0,The frog that the turtle that the spider chased followed stayed on the log. ,14.740323066711426,spider,CE,chased
47,0.0,0.0,0.8846588134765625,0.8846588134765625,0.7397638833095092,1.5316240088295592,8.0,3.0,"After the sun went down, the spider chased the turtle that the followed frog that stayed on the log.   ",13.136747360229492,spider,RB,chased
48,0.27509236335754395,0.030635923147201538,0.13402625918388367,0.27509236335754395,2.5646878821490797,1.7865325176196594,9.0,1.0,The baker that the butcher that the candle-stick-maker paid congratulated borrowed 200 dollars. ,10.608284950256348,baker,CE,borrowed
49,0.35624003410339355,0.04706578701734543,0.021189000457525253,0.35624003410339355,2.396870273474275,1.9645789995525424,9.0,1.0,The candle-stick-maker paid the butcher who congratulated the baker who borrowed 200 dollars. ,13.31008529663086,baker,RB,borrowed
50,0.12911133468151093,0.12123144418001175,0.4241652190685272,0.12123144418001175,2.679315128610925,2.064084574555668,9.0,2.0,The baker that the butcher that the candle-stick-maker paid congratulated borrowed 200 dollars. ,15.342524528503418,butcher,CE,congratulated
51,0.0,0.3385864496231079,0.1382274180650711,0.3385864496231079,2.6371821540719225,1.8869791391493926,9.0,2.0,"Yesterday evening, the candle-stick-maker paid the butcher who congratulated the baker who borrowed 200 dollars. ",15.726576805114746,butcher,RB,congratulated
52,0.007877606898546219,0.040355246514081955,0.4446508288383484,0.4446508288383484,2.479990130739131,2.054707723007534,9.0,3.0,The baker that the butcher that the candle-stick-maker paid congratulated borrowed 200 dollars. ,12.776206016540527,maker,CE,paid
53,0.0,0.0,0.6625160574913025,0.6625160574913025,1.2345155809025703,1.691644365308726,9.0,3.0,"After the sun went down, the candle-stick-maker paid the butcher who congratulated the baker who borrowed 200 dollars. ",12.757234573364258,maker,RB,paid
